run_id,model_scale_id,condition_id,task_regime,P_active,baseline_score,intervention_score,metric,seed,status,notes
SMALL-C006,SMALL,C006,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C007,SMALL,C007,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C007,SMALL,C007,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C007,SMALL,C007,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C007,SMALL,C007,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C008,SMALL,C008,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C008,SMALL,C008,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C008,SMALL,C008,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C008,SMALL,C008,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C009,SMALL,C009,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C009,SMALL,C009,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C009,SMALL,C009,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C009,SMALL,C009,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C010,SMALL,C010,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C010,SMALL,C010,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C010,SMALL,C010,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C010,SMALL,C010,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C011,SMALL,C011,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C011,SMALL,C011,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C011,SMALL,C011,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C011,SMALL,C011,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C012,SMALL,C012,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C012,SMALL,C012,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C012,SMALL,C012,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C012,SMALL,C012,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C013,SMALL,C013,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C013,SMALL,C013,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C013,SMALL,C013,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C013,SMALL,C013,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C014,SMALL,C014,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C014,SMALL,C014,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C014,SMALL,C014,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C014,SMALL,C014,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C015,SMALL,C015,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C015,SMALL,C015,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C015,SMALL,C015,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C015,SMALL,C015,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C016,SMALL,C016,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C016,SMALL,C016,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C016,SMALL,C016,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C016,SMALL,C016,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C017,SMALL,C017,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C017,SMALL,C017,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C017,SMALL,C017,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C017,SMALL,C017,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C018,SMALL,C018,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C018,SMALL,C018,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C018,SMALL,C018,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C018,SMALL,C018,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C019,SMALL,C019,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C019,SMALL,C019,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C019,SMALL,C019,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C019,SMALL,C019,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C020,SMALL,C020,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C020,SMALL,C020,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C020,SMALL,C020,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C020,SMALL,C020,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C021,SMALL,C021,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C021,SMALL,C021,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C021,SMALL,C021,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C021,SMALL,C021,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C022,SMALL,C022,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C022,SMALL,C022,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C022,SMALL,C022,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C022,SMALL,C022,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C023,SMALL,C023,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C023,SMALL,C023,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C023,SMALL,C023,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C023,SMALL,C023,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C024,SMALL,C024,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C024,SMALL,C024,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C024,SMALL,C024,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C024,SMALL,C024,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C025,SMALL,C025,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C025,SMALL,C025,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C025,SMALL,C025,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C025,SMALL,C025,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C026,SMALL,C026,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C026,SMALL,C026,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C026,SMALL,C026,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C026,SMALL,C026,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C027,SMALL,C027,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C027,SMALL,C027,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C027,SMALL,C027,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C027,SMALL,C027,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C028,SMALL,C028,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C028,SMALL,C028,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C028,SMALL,C028,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C028,SMALL,C028,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C029,SMALL,C029,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C029,SMALL,C029,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C029,SMALL,C029,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C029,SMALL,C029,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C030,SMALL,C030,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C030,SMALL,C030,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C030,SMALL,C030,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C030,SMALL,C030,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C031,SMALL,C031,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C031,SMALL,C031,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C031,SMALL,C031,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C031,SMALL,C031,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C032,SMALL,C032,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C032,SMALL,C032,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C032,SMALL,C032,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C032,SMALL,C032,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C033,SMALL,C033,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C033,SMALL,C033,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C033,SMALL,C033,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C033,SMALL,C033,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C034,SMALL,C034,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C034,SMALL,C034,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C034,SMALL,C034,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C034,SMALL,C034,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C035,SMALL,C035,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C035,SMALL,C035,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C035,SMALL,C035,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C035,SMALL,C035,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C036,SMALL,C036,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C036,SMALL,C036,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C036,SMALL,C036,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C036,SMALL,C036,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C037,SMALL,C037,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C037,SMALL,C037,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C037,SMALL,C037,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C037,SMALL,C037,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C038,SMALL,C038,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C038,SMALL,C038,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C038,SMALL,C038,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C038,SMALL,C038,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C039,SMALL,C039,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C039,SMALL,C039,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C039,SMALL,C039,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C039,SMALL,C039,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C040,SMALL,C040,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C040,SMALL,C040,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C040,SMALL,C040,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C040,SMALL,C040,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C041,SMALL,C041,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C041,SMALL,C041,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C041,SMALL,C041,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C041,SMALL,C041,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C042,SMALL,C042,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C042,SMALL,C042,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C042,SMALL,C042,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C042,SMALL,C042,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C043,SMALL,C043,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C043,SMALL,C043,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C043,SMALL,C043,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C043,SMALL,C043,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C044,SMALL,C044,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C044,SMALL,C044,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C044,SMALL,C044,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C044,SMALL,C044,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C045,SMALL,C045,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C045,SMALL,C045,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C045,SMALL,C045,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C045,SMALL,C045,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C046,SMALL,C046,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C046,SMALL,C046,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C046,SMALL,C046,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C046,SMALL,C046,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C047,SMALL,C047,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C047,SMALL,C047,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C047,SMALL,C047,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C047,SMALL,C047,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C048,SMALL,C048,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C048,SMALL,C048,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C048,SMALL,C048,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C048,SMALL,C048,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C049,SMALL,C049,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C049,SMALL,C049,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C049,SMALL,C049,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C049,SMALL,C049,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C050,SMALL,C050,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C050,SMALL,C050,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C050,SMALL,C050,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C050,SMALL,C050,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C051,SMALL,C051,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C051,SMALL,C051,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C051,SMALL,C051,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C051,SMALL,C051,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C052,SMALL,C052,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C052,SMALL,C052,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C052,SMALL,C052,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C052,SMALL,C052,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C053,SMALL,C053,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C053,SMALL,C053,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C053,SMALL,C053,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C053,SMALL,C053,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C054,SMALL,C054,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C054,SMALL,C054,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C054,SMALL,C054,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C054,SMALL,C054,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
SMALL-C055,SMALL,C055,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
SMALL-C055,SMALL,C055,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
SMALL-C055,SMALL,C055,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
SMALL-C055,SMALL,C055,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C000,REFERENCE,C000,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C000,REFERENCE,C000,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C000,REFERENCE,C000,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C000,REFERENCE,C000,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C001,REFERENCE,C001,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C001,REFERENCE,C001,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C001,REFERENCE,C001,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C001,REFERENCE,C001,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C002,REFERENCE,C002,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C002,REFERENCE,C002,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C002,REFERENCE,C002,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C002,REFERENCE,C002,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C003,REFERENCE,C003,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C003,REFERENCE,C003,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C003,REFERENCE,C003,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C003,REFERENCE,C003,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C004,REFERENCE,C004,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C004,REFERENCE,C004,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C004,REFERENCE,C004,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C004,REFERENCE,C004,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C005,REFERENCE,C005,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C005,REFERENCE,C005,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C005,REFERENCE,C005,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C005,REFERENCE,C005,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C006,REFERENCE,C006,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C006,REFERENCE,C006,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C006,REFERENCE,C006,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C006,REFERENCE,C006,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C007,REFERENCE,C007,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C007,REFERENCE,C007,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C007,REFERENCE,C007,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C007,REFERENCE,C007,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C008,REFERENCE,C008,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C008,REFERENCE,C008,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C008,REFERENCE,C008,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C008,REFERENCE,C008,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C009,REFERENCE,C009,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C009,REFERENCE,C009,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C009,REFERENCE,C009,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C009,REFERENCE,C009,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C010,REFERENCE,C010,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C010,REFERENCE,C010,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C010,REFERENCE,C010,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C010,REFERENCE,C010,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C011,REFERENCE,C011,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C011,REFERENCE,C011,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C011,REFERENCE,C011,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C011,REFERENCE,C011,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C012,REFERENCE,C012,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C012,REFERENCE,C012,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C012,REFERENCE,C012,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C012,REFERENCE,C012,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C013,REFERENCE,C013,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C013,REFERENCE,C013,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C013,REFERENCE,C013,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C013,REFERENCE,C013,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C014,REFERENCE,C014,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C014,REFERENCE,C014,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C014,REFERENCE,C014,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C014,REFERENCE,C014,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C015,REFERENCE,C015,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C015,REFERENCE,C015,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C015,REFERENCE,C015,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C015,REFERENCE,C015,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C016,REFERENCE,C016,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C016,REFERENCE,C016,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C016,REFERENCE,C016,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C016,REFERENCE,C016,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C017,REFERENCE,C017,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C017,REFERENCE,C017,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C017,REFERENCE,C017,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C017,REFERENCE,C017,mixed_open_ended,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C018,REFERENCE,C018,reasoning_verification,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C018,REFERENCE,C018,memory_long_horizon,,,,bounded_higher_is_better,,PENDING,
REFERENCE-C018,REFERENCE,C018,agentic_world_information,,,,bounded_higher_is_better,,PENDING,
